Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL
1971.115.1ab,FALSE,TRUE,TRUE,436745,European Paintings,1971,Painting,Two Angels,,,,,,Artist,,North Italian Painter,first quarter 14th century,,North Italian Painter,Italian,,,,,,,1300,1324,Fresco,(a) 23 3/8 x 31 1/2 in. (59.4 x 80 cm); (b) 23 1/2 x 31 1/2 in. (59.7 x 80 cm),"Bequest of Edward Fowles, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436745,https://www.wikidata.org/wiki/Q19912526,,"Metropolitan Museum of Art, New York, NY",Angels,http://vocab.getty.edu/page/aat/300379004
32.100.88,FALSE,FALSE,TRUE,436747,European Paintings,1932,Painting,Portrait of a Man,,,,,,Artist,,North Italian Painter,dated 1597,,North Italian Painter,Italian,,,,,,,1597,1597,Oil on wood,7 1/4 x 6 1/4 in. (18.4 x 15.9 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436747,https://www.wikidata.org/wiki/Q19912738,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
32.100.101,FALSE,FALSE,TRUE,436749,European Paintings,1932,Painting,Portrait of a Man,,,,,,Artist,,North Italian Painter,late 16th century,,North Italian Painter,Italian,,,,,,,1570,1599,Oil on copper,Diameter 4 7/8 in. (12.4 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436749,https://www.wikidata.org/wiki/Q19914251,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
1982.60.2,FALSE,FALSE,TRUE,436751,European Paintings,1982,Painting,Madonna and Child with Saints Michael and John the Baptist; The Noli Me Tangere; The Conversion of Saint Paul,,,,,,Artist,,Italian (Pisan) Painter,second quarter 14th century,,Italian (Pisan) Painter,Italian,,,,,,,1325,1349,"Tempera on wood, gold ground","Overall, with additions, 18 x 11 5/8 in. (45.7 x 29.5 cm); without additions 17 1/2 x 11 in. (44.5 x 27.9 cm); painted surface 17 1/4 x 10 7/8 in. (43.8 x 27.6 cm)","The Jack and Belle Linsky Collection, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436751,https://www.wikidata.org/wiki/Q19913072,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saint John the Baptist|Saint Michael|Saint Paul,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ia/901001056|http://vocab.getty.edu/page/ia/901001058
71.118,FALSE,TRUE,TRUE,436752,European Paintings,1871,Painting,Pomegranates and Other Fruit in a Landscape,,,,,,Artist,,Abraham Brueghel,"Flemish, 1631–1697",,"Brueghel, Abraham",Flemish,1631,1697,,http://vocab.getty.edu/page/ulan/500001301,https://www.wikidata.org/wiki/Q1824525,,1650,1674,Oil on canvas,24 3/8 x 29 1/8 in. (61.9 x 74 cm),"Purchase, 1871",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436752,https://www.wikidata.org/wiki/Q19911909,,"Metropolitan Museum of Art, New York, NY",Apples|Grapes|Pomegranates|Lizards|Still Life,http://vocab.getty.edu/page/aat/300266417|http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300379961|http://vocab.getty.edu/page/aat/300250295|http://vocab.getty.edu/page/aat/300015638
10.203.3,FALSE,TRUE,TRUE,436757,European Paintings,1910,Painting,Book Cover,,,,,,Artist,,Italian (Sienese) Painter,dated 1343,,Italian (Sienese) Painter,Italian,,,,,,,1343,1343,Tempera on wood,16 1/8 x 9 3/4 in. (41 x 24.8 cm),"Rogers Fund, 1910",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436757,https://www.wikidata.org/wiki/Q19913147,,"Metropolitan Museum of Art, New York, NY",Reading|Writing|Money|Human Figures,http://vocab.getty.edu/page/aat/300248178|http://vocab.getty.edu/page/aat/300054698|http://vocab.getty.edu/page/aat/300037316|http://vocab.getty.edu/page/aat/300404114
32.100.74,FALSE,FALSE,TRUE,436760,European Paintings,1932,Painting,Madonna and Child with Saints Jerome and Francis,,,,,,Artist,,Italian (Umbrian) Painter,ca. 1500,,Italian (Umbrian) Painter,Italian,,,,,,,1495,1505,Tempera on wood,Overall 24 5/8 x 16 3/4 in. (62.5 x 42.5 cm); painted surface 23 5/8 x 15 7/8 in. (60 x 40.3 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436760,https://www.wikidata.org/wiki/Q19912292,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saint Francis|Saint Jerome|Lions,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ulan/500349636|http://vocab.getty.edu/page/ulan/500060933|http://vocab.getty.edu/page/aat/300310388
1982.177.1–3,FALSE,FALSE,TRUE,436761,European Paintings,1982,Painting,"The Theological Virtues: Faith, Charity, Hope",,,,,,Artist,,Italian (Umbrian) Painter,ca. 1500,,Italian (Umbrian) Painter,Italian,,,,,,,1495,1505,Tempera and gold on wood,(1) 29 1/8 x 17 7/8 in. (74 x 45.4 cm); (2) 29 1/8 x 18 in. (74 x 45.7 cm); (3) 29 1/8 x 18 in. (74 x 45.7 cm),"Purchase, Bequest of Mary Cushing Fosburgh and Gift of Rodman Wanamaker, by exchange, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436761,https://www.wikidata.org/wiki/Q19914254,,"Metropolitan Museum of Art, New York, NY",Dogs|Chalices|Infants|Women|Phoenix|Allegory,http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300194762|http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300379749|http://vocab.getty.edu/page/aat/300055866
32.100.93,FALSE,FALSE,TRUE,436762,European Paintings,1932,Painting,Madonna and Child,,,,,,Artist,,Italian (Venetian) Painter,second quarter 15th century,,Italian (Venetian) Painter,Italian,,,,,,,1425,1449,Tempera on wood,"Overall, with added strips, 15 3/8 x 10 in. (39.1 x 25.4 cm); painted surface 14 1/4 x 9 in. (36.2 x 22.9 cm)","The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436762,https://www.wikidata.org/wiki/Q19912979,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052
68.156,FALSE,FALSE,TRUE,436765,European Paintings,1968,"Painting, miniature",A Patrician and His Wife,,,,,,Artist,,Italian (Venetian) Painter,1730 or later,,Italian (Venetian) Painter,Italian,,,,,,,1730,1735,Ivory,"Inside lid and bottom of ivory box, 3 x 2 1/4 in. (77 x 55 mm) and 2 7/8 x 2 1/8 in. (73 x 53 mm)","Victor Wilbour Memorial Fund, 1968",,,,,,,,,,,,Miniatures,,http://www.metmuseum.org/art/collection/search/436765,https://www.wikidata.org/wiki/Q19913953,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
48.187.742,FALSE,FALSE,TRUE,436768,European Paintings,1948,"Painting, miniature",Portrait of a Woman,,,,,,Artist,,Nicolas Henri Jacob,"French, 1782–1871",,"Jacob, Nicolas Henri",French,1782,1871,,http://vocab.getty.edu/page/ulan/500002938,https://www.wikidata.org/wiki/Q1716463,1817,1817,1817,Card,"Oval, 8 1/4 x 6 3/4 in. (208 x 171 mm)","Bequest of Catherine D. Wentworth, 1948",,,,,,,,,,,,Miniatures,,http://www.metmuseum.org/art/collection/search/436768,https://www.wikidata.org/wiki/Q19913954,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
49.7.3,FALSE,FALSE,TRUE,436769,European Paintings,1949,Painting,Portrait of a Young Man,,,,,,Artist,,Jacometto (Jacometto Veneziano),"Italian, active Venice by ca. 1472–died before 1498",,Jacometto (Jacometto Veneziano),Italian,1472,1498,,http://vocab.getty.edu/page/ulan/500020119,https://www.wikidata.org/wiki/Q6223610,1480s,1480,1489,Oil on wood,11 x 8 1/4 in. (27.9 x 21 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436769,https://www.wikidata.org/wiki/Q19906042,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
1976.100.15,FALSE,FALSE,TRUE,436770,European Paintings,1976,Painting,Holy Family,,,,,,Artist,,Jacopino del Conte,"Italian, Florentine, 1515–1598",,Jacopino del Conte,Italian,1515,1598,,http://vocab.getty.edu/page/ulan/500030788,https://www.wikidata.org/wiki/Q2538308,,1535,1598,Oil on wood,47 1/2 x 33 3/4 in. (120.7 x 85.7 cm),"Bequest of Harry G. Sperling, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436770,https://www.wikidata.org/wiki/Q19912153,,"Metropolitan Museum of Art, New York, NY",Holy Family|Saint Joseph|Christ|Virgin Mary,http://vocab.getty.edu/page/ia/901001175|http://vocab.getty.edu/page/ia/901000953|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032
1977.384.1,FALSE,FALSE,TRUE,436771,European Paintings,1977,Painting,Michelangelo Buonarroti (1475–1564),,,,,,Artist,Attributed to,Daniele da Volterra,"Italian, Volterra 1509–1566 Rome",,"Volterra,  Daniele da",,1509,1566,,http://vocab.getty.edu/page/ulan/500115438,https://www.wikidata.org/wiki/Q540489,probably ca. 1545,1540,1550,Oil on wood,34 3/4 x 25 1/4 in. (88.3 x 64.1 cm),"Gift of Clarence Dillon, 1977",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436771,https://www.wikidata.org/wiki/Q19911651,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Artists,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025103
97.4,FALSE,FALSE,TRUE,436772,European Paintings,1897,Painting,The Sheepfold,,,,,,Artist,,Charles Jacque,"French, Paris 1813–1894 Paris",,"Jacque, Charles",French,1813,1894,,http://vocab.getty.edu/page/ulan/500027865,https://www.wikidata.org/wiki/Q125409,1857,1857,1857,Oil on wood,18 1/8 x 36 1/8 in. (46 x 91.8 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1897",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436772,https://www.wikidata.org/wiki/Q19912635,,"Metropolitan Museum of Art, New York, NY",Chickens|Men|Sheep|Working|Farmers,http://vocab.getty.edu/page/aat/300250037|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250284|http://vocab.getty.edu/page/aat/300412186|http://vocab.getty.edu/page/aat/300025607
60.71.10,FALSE,FALSE,TRUE,436774,European Paintings,1960,Painting,Springtime,,,,,,Artist,,Charles Jacque,"French, Paris 1813–1894 Paris",,"Jacque, Charles",French,1813,1894,,http://vocab.getty.edu/page/ulan/500027865,https://www.wikidata.org/wiki/Q125409,,1833,1894,Oil on wood,16 x 11 1/2 in. (40.6 x 29.2 cm),"Bequest of Lillian S. Timken, 1959",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436774,https://www.wikidata.org/wiki/Q19913462,,"Metropolitan Museum of Art, New York, NY",Girls|Sheep|Spring|Shepherds,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300250284|http://vocab.getty.edu/page/aat/300133097|http://vocab.getty.edu/page/aat/300025617
1971.101,FALSE,FALSE,TRUE,436776,European Paintings,1971,Painting,The Dead Christ in the Tomb with Two Angels,,,,,,Artist,,Abraham Janssen van Nuyssen,"Flemish, ca. 1575–1632",,"Janssen van Nuyssen, Abraham",Flemish,1575,1632,,http://vocab.getty.edu/page/ulan/500033089,https://www.wikidata.org/wiki/Q330139,ca. 1610,1605,1615,Oil on canvas,45 3/8 x 58 in. (115.3 x 147.3 cm),"Gift of James Belden, in memory of Evelyn Berry Belden, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436776,https://www.wikidata.org/wiki/Q19912044,,"Metropolitan Museum of Art, New York, NY",Death|Angels|Christ,http://vocab.getty.edu/page/aat/300151836|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000087
24.80.524,FALSE,FALSE,TRUE,436777,European Paintings,1924,"Painting, miniature",Admiral Adam Duncan (1731–1804),,,,,,Artist,Attributed to,Philip Jean,"British, 1755–1802",,"Jean, Philip",British,1755,1802,,http://vocab.getty.edu/page/ulan/500003007,https://www.wikidata.org/wiki/Q7183846,,1775,1802,Ivory,"Oval, 2 x 1 1/2 in. (50 x 40 mm)","Bequest of Mary Clark Thompson, 1923",,,,,,,,,,,,Miniatures,,http://www.metmuseum.org/art/collection/search/436777,https://www.wikidata.org/wiki/Q19913956,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Admirals,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300236014
25.106.29,FALSE,FALSE,TRUE,436778,European Paintings,1925,"Painting, miniature",Portrait of a Man,,,,,,Artist,Attributed to,Philip Jean,"British, 1755–1802",,"Jean, Philip",British,1755,1802,,http://vocab.getty.edu/page/ulan/500003007,https://www.wikidata.org/wiki/Q7183846,,1775,1802,Ivory,"Oval, 1 3/4 x 1 1/2 in. (46 x 37 mm)","Gift of Mrs. Louis V. Bell, in memory of her husband, 1925",,,,,,,,,,,,Miniatures,,http://www.metmuseum.org/art/collection/search/436778,https://www.wikidata.org/wiki/Q19913958,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
62.122.35,FALSE,FALSE,TRUE,436779,European Paintings,1962,"Painting, miniature",Portrait of a Woman,,,,,,Artist,,James Jennings,"British, active ca. 1763–93",,"Jennings, James",British,1763,1793,,http://vocab.getty.edu/page/ulan/500184549,https://www.wikidata.org/wiki/Q20011003,probably early 1770s,1770,1773,Ivory,"Oval, 1 5/8 x 1 1/4 in. (40 x 34 mm)","Bequest of Millie Bruhl Fredrick, 1962",,,,,,,,,,,,Miniatures,,http://www.metmuseum.org/art/collection/search/436779,https://www.wikidata.org/wiki/Q19913959,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
1982.60.22,FALSE,FALSE,TRUE,436781,European Paintings,1982,Painting,The Adoration of the Christ Child,,,,,,Artist,Follower of,Jan Joest of Kalkar,"Netherlandish, active ca. 1515",,"Joest of Kalkar, Jan",German,1510,1520,,http://vocab.getty.edu/page/ulan/500010795,,,1510,1520,Oil on wood,Overall 41 x 28 1/4 in. (104.1 x 71.8 cm); painted surface 41 x 27 5/8 in. (104.1 x 70.2 cm),"The Jack and Belle Linsky Collection, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436781,https://www.wikidata.org/wiki/Q19911637,,"Metropolitan Museum of Art, New York, NY",Men|Women|Adoration of the Magi|Angels|Virgin Mary|Jesus,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000083|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/ia/901000087
1970.212.2,FALSE,FALSE,TRUE,436782,European Paintings,1970,Painting,Capriccio with St. Paul's and Old London Bridge,,,,,,Artist,,Antonio Joli,"Italian, Modena 1700–1777 Naples",,"Joli, Antonio",Italian,1700,1777,,http://vocab.getty.edu/page/ulan/500031488,https://www.wikidata.org/wiki/Q2404265,,1720,1777,Oil on canvas,42 x 47 in. (106.7 x 119.4 cm),"Bequest of Alice Bradford Woolsey, 1970",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436782,https://www.wikidata.org/wiki/Q19912637,,"Metropolitan Museum of Art, New York, NY",Balconies|Men|Women|Dogs|Rivers|Boats,http://vocab.getty.edu/page/aat/300002588|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300178749
20.155.5,FALSE,FALSE,TRUE,436784,European Paintings,1920,Painting,Scene in a Courtyard,,,,,,Artist,,Ludolf de Jongh,"Dutch, Overschie 1616–1679 Hillegersberg",,"Jongh, Ludolf de",Dutch,1616,1679,,http://vocab.getty.edu/page/ulan/500025439,https://www.wikidata.org/wiki/Q1990838,early 1660s,1660,1663,Oil on canvas,26 1/2 x 32 3/8 in. (67.3 x 82.2 cm),"Bequest of William K. Vanderbilt, 1920",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436784,https://www.wikidata.org/wiki/Q19913307,,"Metropolitan Museum of Art, New York, NY",Houses|Courtyards|Girls|Women|Dogs,http://vocab.getty.edu/page/aat/300005433|http://vocab.getty.edu/page/aat/300004095|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714
16.39,FALSE,FALSE,TRUE,436785,European Paintings,1916,Painting,Honfleur,,,,,,Artist,,Johan Barthold Jongkind,"Dutch, Latrop 1819–1891 La-Côte-Saint-André",,"Jongkind, Johan Barthold",Dutch,1819,1891,,http://vocab.getty.edu/page/ulan/500028269,https://www.wikidata.org/wiki/Q704585,1865,1865,1865,Oil on canvas,20 1/2 x 32 1/8 in. (52.1 x 81.6 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1916",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436785,https://www.wikidata.org/wiki/Q19912639,,"Metropolitan Museum of Art, New York, NY",Ships,http://vocab.getty.edu/page/aat/300082981
1980.203.3,FALSE,FALSE,TRUE,436787,European Paintings,1980,Painting,The Pont Neuf,,,,,,Artist,,Johan Barthold Jongkind,"Dutch, Latrop 1819–1891 La-Côte-Saint-André",,"Jongkind, Johan Barthold",Dutch,1819,1891,,http://vocab.getty.edu/page/ulan/500028269,https://www.wikidata.org/wiki/Q704585,1849–50,1849,1850,Oil on canvas,21 1/2 x 32 1/8 in. (54.6 x 81.6 cm),"Gift of Mr. and Mrs. Walter Mendelsohn, 1980",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436787,https://www.wikidata.org/wiki/Q19912643,,"Metropolitan Museum of Art, New York, NY",Bridges|Rivers|Boats,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300178749
57.30.1,FALSE,FALSE,TRUE,436788,European Paintings,1957,Painting,Portrait of a Man,,,,,,Artist,,Cornelis Jonson van Ceulen the Elder,"Dutch, London 1593–1661 Utrecht",,"Jonson van Ceulen, Cornelis, the Elder",Dutch,1593,1661,,http://vocab.getty.edu/page/ulan/500013588,https://www.wikidata.org/wiki/Q636113,1648,1648,1648,Oil on canvas,Overall 40 3/4 x 31 1/2 in. (103.5 x 80 cm); painted surface 40 3/4 x 31 1/8 in. (103.5 x 79.1 cm),"Gift of Mrs. J. E. Spingarn, 1957",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436788,https://www.wikidata.org/wiki/Q19913308,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
57.30.2,FALSE,FALSE,TRUE,436789,European Paintings,1957,Painting,Portrait of a Woman,,,,,,Artist,,Cornelis Jonson van Ceulen the Elder,"Dutch, London 1593–1661 Utrecht",,"Jonson van Ceulen, Cornelis, the Elder",Dutch,1593,1661,,http://vocab.getty.edu/page/ulan/500013588,https://www.wikidata.org/wiki/Q636113,1648,1648,1648,Oil on canvas,Overall 40 3/4 x 31 1/2 in. (103.5 x 80 cm); painted surface 40 3/4 x 30 7/8 in. (103.5 x 78.4 cm),"Gift of Mrs. J. E. Spingarn, 1957",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436789,https://www.wikidata.org/wiki/Q19913256,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943
41.116.3,FALSE,FALSE,TRUE,436790,European Paintings,1941,Painting,Portrait of a Man with a Watch,,,,,,Artist,,Cornelis Jonson van Ceulen the Younger,"Dutch, London 1634–1715 Utrecht",,"Jonson van Ceulen, Cornelis, the Younger",Dutch,1634,1715,,http://vocab.getty.edu/page/ulan/500000086,https://www.wikidata.org/wiki/Q16324885,1657,1657,1657,Oil on canvas,33 x 27 3/4 in. (83.8 x 70.5 cm),"Given in memory of Felix M. Warburg by his wife and children, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436790,https://www.wikidata.org/wiki/Q19912986,,"Metropolitan Museum of Art, New York, NY",Watches|Men|Portraits,http://vocab.getty.edu/page/aat/300041615|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
32.100.60,FALSE,FALSE,TRUE,436791,European Paintings,1932,Painting,The Annunciation,,,,,,Artist,,Joos van Cleve,"Netherlandish, Cleve ca. 1485–1540/41 Antwerp",,Joos van Cleve,Netherlandish,1485,1541,,http://vocab.getty.edu/page/ulan/500007799,https://www.wikidata.org/wiki/Q153472,ca. 1525,1520,1530,Oil on wood,34 x 31 1/2 in. (86.4 x 80 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436791,https://www.wikidata.org/wiki/Q19905169,,"Metropolitan Museum of Art, New York, NY",Archangel Gabriel|Annunciation|Doves|Bedrooms|Beds|Virgin Mary,http://vocab.getty.edu/page/ia/901000493|http://vocab.getty.edu/page/aat/300412102|http://vocab.getty.edu/page/aat/300250045|http://vocab.getty.edu/page/aat/300004364|http://vocab.getty.edu/page/aat/300038697|http://vocab.getty.edu/page/ia/901000032
32.100.57,FALSE,TRUE,TRUE,436793,European Paintings,1932,Painting,The Holy Family,,,,,,Artist,,Joos van Cleve,"Netherlandish, Cleve ca. 1485–1540/41 Antwerp",,Joos van Cleve,Netherlandish,1485,1541,,http://vocab.getty.edu/page/ulan/500007799,https://www.wikidata.org/wiki/Q153472,ca. 1512–13,1512,1513,Oil on wood,16 3/4 x 12 1/2 in. (42.5 x 31.8 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436793,https://www.wikidata.org/wiki/Q19911535,,"Metropolitan Museum of Art, New York, NY",Grapes|Women|Holy Family|Fruit|Jesus|Virgin Mary,http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901001175|http://vocab.getty.edu/page/aat/300011868|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032
40.174.1,FALSE,TRUE,TRUE,436794,European Paintings,1940,Painting,The Last Judgment,,,,,,Artist,,Joos van Cleve,"Netherlandish, Cleve ca. 1485–1540/41 Antwerp",,Joos van Cleve,Netherlandish,1485,1541,,http://vocab.getty.edu/page/ulan/500007799,https://www.wikidata.org/wiki/Q153472,ca. 1525–30,1525,1530,Oil on wood,48 3/4 x 34 in. (123.8 x 86.4 cm),"Bequest of Mr. and Mrs. Graham F. Blandy, 1940",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436794,https://www.wikidata.org/wiki/Q19905465,,"Metropolitan Museum of Art, New York, NY",Male Nudes|Female Nudes|Putti|Last Judgement|Angels|Christ,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300250465|http://vocab.getty.edu/page/ia/901001027|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000087
1982.60.47,FALSE,TRUE,TRUE,436795,European Paintings,1982,Painting,Virgin and Child,,,,,,Artist,,Joos van Cleve,"Netherlandish, Cleve ca. 1485–1540/41 Antwerp",and a collaborator,Joos van Cleve,Netherlandish,1485,1541,,http://vocab.getty.edu/page/ulan/500007799,https://www.wikidata.org/wiki/Q153472,ca. 1525,1520,1530,Oil on wood,Overall 28 3/8 x 21 1/4 in. (72.1 x 54 cm); painted surface 27 3/4 x 20 3/4 in. (70.5 x 52.7 cm),"The Jack and Belle Linsky Collection, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436795,https://www.wikidata.org/wiki/Q19911571,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Fruit|Apples|Grapes|Nursing,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300011868|http://vocab.getty.edu/page/aat/300266417|http://vocab.getty.edu/page/aat/300379338|http://vocab.getty.edu/page/aat/300379905
32.100.120,FALSE,FALSE,TRUE,436796,European Paintings,1932,Painting,"Francis I (1494–1547), King of France",,,,,,Artist,Workshop of,Joos van Cleve,"Netherlandish, Cleve ca. 1485–1540/41 Antwerp",,Joos van Cleve,Netherlandish,1485,1541,,http://vocab.getty.edu/page/ulan/500007799,https://www.wikidata.org/wiki/Q153472,,1507,1541,"Oil on canvas, transferred from wood",16 x 12 7/8 in. (40.6 x 32.7 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436796,https://www.wikidata.org/wiki/Q19911468,,"Metropolitan Museum of Art, New York, NY",Kings|Men|Portraits,http://vocab.getty.edu/page/aat/300025481|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637
41.190.19,FALSE,FALSE,TRUE,436797,European Paintings,1941,Painting,The Holy Family,,,,,,Artist,Workshop of,Joos van Cleve,"Netherlandish, Cleve ca. 1485–1540/41 Antwerp",,Joos van Cleve,Netherlandish,1485,1541,,http://vocab.getty.edu/page/ulan/500007799,https://www.wikidata.org/wiki/Q153472,ca. 1525,1520,1530,Oil on wood,20 3/8 x 14 5/8 in. (51.8 x 37.1 cm),"Bequest of George Blumenthal, 1941",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436797,https://www.wikidata.org/wiki/Q19904858,,"Metropolitan Museum of Art, New York, NY",Holy Family|Jesus|Joseph|Nursing|Virgin Mary,http://vocab.getty.edu/page/ia/901001175|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000953|http://vocab.getty.edu/page/aat/300379905|http://vocab.getty.edu/page/ia/901000032
