person_id,event_id,event_name,date
67508,8909,"        the dark leaks out.
",20170810
67519,6114,"it made.
",20180331
67536,1143,Groovin' Graph Gathering,20170206
67536,1143,Groovin' Graph Gathering,20171010
67544,9630,"Don't believe everything you hear or anything you say.
",20170706
67548,2668,"A.A.A.A.A.: An organization for drunks who drive
",20170221
67548,5030,"I'd give my right arm to be ambidextrous.
",20170423
67549,5561,"Spend extra time on hobby.  Get plenty of rolling papers.
",20171221
67549,6185,"A: Both of them.
",20171117
67552,6210,"Slang is language that takes off its coat, spits on its hands, and goes
",20170608
67553,1988,"None: ""We'll document it in the manual.""
",20170304
67553,3647,"for a dial tone.
",20180428
67553,1386,"Stop searching.  Happiness is right next to you.
",20180421
67562,5089,"        No more than debris,
",20170413
67562,5517,"I must have slipped a disk -- my pack hurts
",20171206
67562,1859,"There's no point in being grown up if you can't be childish sometimes.
",20170607
67575,8650,"WHERE CAN THE MATTER BE
",20170601
67575,6722,"Optimization hinders evolution.
",20170220
67575,8541,"100 blocks of crud!
",20180129
67577,85,"world has ever seen.
",20170202
67577,4951,"A billboard lovely as a tree.
",20170913
67586,3323,"Love is sentimental measles.
",20180424
67586,9414,"Ban the bomb.  Save the world for conventional warfare.
",20170909
67601,1581,"Important letters which contain no errors will develop errors in the
",20170108
67617,212,"take a bath...
",20170708
67617,6669,"not worth knowing.
",20170712
67617,718,"have poured on a waffle.
",20171113
67624,777,"Honorable: Afflicted with an impediment in one's reach.  In legislative
",20170807
67624,4859,"                -- Clint Eastwood
",20170315
67630,9388,"Xerox does it again and again and again and ...
",20170623
67647,7364,"A banker is a fellow who lends you his umbrella when the sun is shining
",20170109
67647,2858,"life.
",20170903
67667,8559,"Lie: A very poor substitute for the truth, but the only one discovered
",20170127
67673,5151,"You have the capacity to learn from mistakes.  You'll learn a lot
",20170304
67673,4387,"        If you view your problem closely enough you will recognize
",20170922
67693,1794,"        Its syntax worse than JOSS;
",20170927
67693,6579,"        There is a slight loss of parity.
",20170908
67693,8233,"        Never test for an error condition you don't know how to
",20171018
67702,9924,"Question:
",20180421
67702,4239,"Excellent day for drinking heavily.  Spike office water cooler.
",20170913
67713,3490,"But only what I tell it.
",20170306
67713,3318,"Anything labeled ""NEW"" and/or ""IMPROVED"" isn't.  The label means the
",20180420
67713,1302,"        And masculine urgin's,
",20180327
67715,2735,"        2.  If a straight line fit is required, obtain only two data
",20171122
67715,7271,"Idiot: A member of a large and powerful tribe whose influence in human
",20170622
67715,1389,"asked the father of his little son.
",20171026
67717,1046,"have poured on a waffle.
",20170623
67720,7535,"in eucalyptus trees.
",20170830
67720,3997,"What nobody is sure about.
",20180423
67720,6178,"analyzed, and replaced with new weaknesses.
",20180315
67733,8361,"Happiness: An agreeable sensation arising from contemplating the misery
",20171219
67733,6753,"        It runs all its programs in RPG!
",20170806
67734,9087,"Real Programmers don't write in FORTRAN.  FORTRAN is for pipe stress freaks and
",20170108
67734,8576,"A closed mouth gathers no foot.
",20180313
67734,8004,"ourselves.
",20170131
67756,6101,"                -- Winston Churchill
",20170430
67758,7660,"                -- Albert Einstein
",20180225
67758,5255,"                -- Henry Kissinger
",20170719
67759,388,"The brain is a wonderful organ; it starts working the moment you get up
",20170523
67759,7386,"Man Invented Alcohol,
",20170817
67759,6463,"The only way to get rid of a temptation is to yield to it.
",20180111
67771,6154,"Shining with all his might:
",20170606
67771,3869,"will be temporarily canceled.
",20170315
67784,9780,"Conway's Law:
",20180121
67784,345,"                -- Mark Twain
",20180419
67792,4381,"Genius may have its limitations, but stupidity is not thus
",20170629
67796,9712,"I must have slipped a disk -- my pack hurts
",20180305
67797,1393,"Important letters which contain no errors will develop errors in the
",20180412
67797,341,"Death: to stop sinning suddenly.
",20170219
67797,1925,"                -- Elbert Hubbard
",20170701
67825,5255,"There is only one thing in the world worse than being talked about, and
",20170711
67830,2834,"                -- The Brigader, from Dr. Who
",20170125
67830,346,"Corollary:
",20170812
67830,6186,"According to the latest official figures, 43% of all statistics are
",20170511
67835,2863,"programming languages.
",20180424
67835,9159,"Good day for a change of scene.  Repaper the bedroom wall.
",20170208
67837,792,"""That must be wonderful!  I don't understand it at all.""
",20180117
67837,1743,"Travel important today;  Internal Revenue men arrive tomorrow.
",20170922
67837,3209,"We wish you a Hare Krishna
",20171124
67839,3629,"""Why be a man when you can be a success?""
",20180306
67839,3115,"I think that I shall never see
",20171012
67840,8121,"Real Programmers don't eat quiche.  In fact, real programmers don't know how to
",20170217
67843,1404,"-Deep Thought
",20180309
67843,7227,"people.
",20171011
67843,8753,"When you do not know what you are doing, do it neatly.
",20170107
67847,9669,"the way.
",20170102
67847,8979,"        other.
",20171215
67865,5715,"                -- Woody Allen.
",20171228
67865,3900,"to worry.
",20170625
67865,4318,"easy to handle:  You've solved the wrong problem.  Work hard to
",20171121
67893,9188,"eyes...""
",20171206
67893,8569,"Don't feed the bats tonight.
",20170929
67893,4520,"Q: How many Oregonians does it take to screw in a light bulb?
",20170727
67905,418,"Don't tell any big lies today.  Small ones can be just as effective.
",20171017
67905,7390,"Every program has (at least) two purposes: the one for which it was
",20171122
67905,3915,"Green light in A.M. for new projects.  Red light in P.M. for traffic
",20170604
67910,6084,"""If I had only known, I would have been a locksmith.""
",20171024
67910,5867,"                -- Kehlog Albran
",20170116
67914,765,"God said, ""Let Newton be,"" and all was light.
",20170730
67914,8521,"        When told this was so,
",20170913
67937,4246,"change.
",20180129
67937,6575,"Don't hate yourself in the morning -- sleep till noon.
",20170823
67937,8187,"annoying than the piano when played by a sister or near relation.
",20180326
67946,1753,"written and another for which it wasn't.
",20170704
67954,1625,"        Responsibility always exceeds authority.
",20170109
67954,7257,"not worth knowing.
",20170731
67969,9974,"""All my friends and I are crazy.  That's the only thing that keeps us
",20170708
67969,746,"                -- Henry Kissinger
",20170416
67975,8667,"What is worth doing is worth the trouble of asking somebody to do.
",20171122
67987,3521,"Dealing with failure is easy:  Work hard to improve.  Success is also
",20180225
67987,5003,"                -- John O'Hara
",20180404
67988,3157,"pedestrians.
",20171209
67988,8380,"                -- Winston Churchill
",20170415
67993,845,"But in our enthusiasm, we could not resist a radical overhaul of the
",20170409
67993,5195,"the light comes on.
",20171016
68003,9784,"What the hell, go ahead and put all your eggs in one basket.
",20170616
68014,5512,"But only what I tell it.
",20171201
68014,8383,"incompetent many for appointment by the corrupt few.
",20170821
68038,9470,"We wish you a Hare Krishna
",20170812
68046,8521,"this sort of trash.
",20171101
68056,1087,"with a large fortune.""
",20170326
68056,3940,"It was the reader's CONS
",20170401
68061,4059,"
",20170811
68063,7242,"once.
",20170828
68063,1410,"Signs of crime: screaming or cries for help.
",20170627
68068,8342,"to reform.
",20170112
68068,5839,"otherwise require harder thinking.
",20170816
68068,7990,"Don't believe everything you hear or anything you say.
",20170907
68084,6852,"Afternoon: That part of the day we spend worrying about how we wasted
",20171022
68084,2350,"                -- Carl Zwanzig
",20180216
68085,8666,"Brain, v.: [as in ""to brain""] To rebuke bluntly, but not pointedly; to
",20170708
68085,2241,"Death: to stop sinning suddenly.
",20171118
68092,5927,"are 50-50 it will.
",20180310
68092,8431,"99 blocks of crud on the disk,
",20171018
68092,4291,"written and another for which it wasn't.
",20180111
68097,3378,"Time is nature's way of making sure that everything doesn't happen at
",20170706
68097,5843,"A diva who specializes in risqu'e arias is an off-coloratura soprano...
",20171110
68097,8898,"said, ""Life is like a bowl of sour cream.""
",20171128
68132,3896,"Old programmers never die.  They just branch to a new address.
",20170128
68132,2595,"Ambition is a poor excuse for not having sense enough to be lazy.
",20180323
68132,364,"As I was passing Project MAC,
",20180302
68134,212,"God is a polythiest
",20170324
68134,1155,"""Contrariwise,"" continued Tweedledee, ""if it was so, it might be, and
",20180303
68134,551,"have a lucky day this year.
",20171005
68146,9162,"Good-bye.  I am leaving because I am bored.
",20170911
68146,737,"A budget is just a method of worrying before you spend money, as well
",20170131
68154,7236,"Nature and nature's laws lay hid in night,
",20170329
68154,3016,"Take not a single bit!
",20170729
68155,9325,"Take heart amid the deepening gloom that your dog is finally getting
",20180112
68155,8864,"Absent: Exposed to the attacks of friends and acquaintances; defamed;
",20180309
68170,2167,"They're only trying to make me LOOK paranoid!
",20170415
68170,8193,"                -- Yiddish saying
",20171227
68170,5162,"be hard to understand.
",20170720
68178,4461,"Brain fried -- Core dumped
",20170623
68178,3652,"change.
",20180219
68179,8790,"You will be surprised by a loud noise.
",20170328
68182,4069,"after the age of 12.
",20171227
68182,3490,"About the time we think we can make ends meet, somebody moves the
",20171220
68192,8883,"coughing.""
",20180410
68194,8417,"Real Programmers don't write in PASCAL, or BLISS, or ADA, or any of those pinko
",20170710
68194,7929,"                -- Albert Einstein
",20171227
68194,1675,"                -- John McNulty
",20170201
68204,811,"        The apple fermented
",20170519
68219,8034,"shortest, though.
",20180124
68219,924,"Computer programmers do it byte by byte
",20170319
68219,9267,"        instructor will assign 200 pages on planaria.
",20180123
68221,3521,"Violence is the last refuge of the incompetent.
",20170406
68221,5714,"That made it, paired by dot;
",20180417
68221,3046,"God did not create the world in 7 days; he screwed around for 6 days
",20171202
68244,2506,"life.
",20170709
68256,5255,"None.  The Universe spines the bulb, and the Zen master stays out of
",20180501
68256,8666,"""If you go on with this nuclear arms race, all you are going to do is
",20171126
68269,7478,"
",20170102
68283,6575,"        what is going on.
",20171118
68283,3581,"        It was a total loss.
",20170323
68283,2755,"It used to point to me,
",20180118
68286,8836,"          -- Isaiah
",20171005
68286,7181,"        Among economists, the real world is often a special case.
",20171116
68286,70,"                -- Oscar Wilde
",20170819
68293,8084,"        stupidity.
",20170622
68293,136,"Oh, let us never, never doubt
",20171112
68293,8315,"The IQ of the group is the lowest IQ of a member of the group divided
",20170609
68301,9267,"And the clean ones so seldom are comical.
",20170915
68306,8949,"What garlic is to salad, insanity is to art.
",20180313
68306,1386,"Misery loves company, but company does not reciprocate.
",20170215
68315,574,"                -- Albert Einstein
",20170610
68315,674,"                -- George Saunders' dying words
",20170415
68315,2633,"DeVries' Dilemma:
",20170928
68334,3441,"Ducharm's Axiom:
",20170224
68335,8455,"A: Three.  One to screw in the lightbulb and two to fend off all those
",20171214
68335,3484,"A LISP programmer knows the value of everything, but the cost of
",20170405
68352,6063,"A language that doesn't affect the way you think about programming is
",20171210
68360,5135,"A Law of Computer Programming:
",20171013
68360,2035,"Real Programmers don't write in FORTRAN.  FORTRAN is for pipe stress freaks and
",20180424
68366,4867,"Don't cook tonight -- starve a rat today!
",20170128
68366,4818,"it's because they were up all night.
",20171229
68366,1001,"""Who cares if it doesn't do anything?  It was made with our new
",20170606
68369,8925,"Noncombatant: A dead Quaker.
",20180413
68375,9260,"criticize, but if everybody hated you, you'd be paranoid too.
",20170110
68388,1365,"IBM had a PL/I,
",20171121
68388,8207,"upon to act in accordance with the dictates of reason.
",20170423
68388,8620,"headed.
",20180111
68389,842,"Man is a rational animal who always loses his temper when he is called
",20171229
68389,8057,"                -- Mickey Mouse
",20170801
68410,8790,"There's no future in time travel
",20170606
68410,4583,"Do something unusual today.  Pay a bill.
",20170927
68410,4470,"""I am not an Economist.  I am an honest man!""
",20170522
68418,7698,"God Invented Grass.
",20170206
68418,6914,"aureomycin, cocaine, interferon, and TLC.  The only ailment chicken
",20170310
68418,506,"pedestrians.
",20170908
68447,2210,"Arithmetic is being able to count up to twenty without taking off your
",20171227
68447,7110,"Every bug had seven manifestations;
",20171213
68458,2924,"                -- A. E. Housman
",20170103
68458,2210,"                -- Bill Hoest
",20170922
68458,3900,"Ra!  Ra!  Ra!
",20171019
68459,881,"Eggheads unite!  You have nothing to lose but your yolks.
",20180404
68476,1288,"Bradley's Bromide:
",20170529
68481,765,"in God.
",20170115
68481,8071,"Rocky's Lemma of Innovation Prevention
",20170217
68481,7637,"     ""How should I know?  What am I, a philosopher?""
",20180205
68483,7420,"I think it stupid of the Pig.
",20180323
68483,3357,"Ducharme's Precept:
",20170208
68500,6914,"                -- Lily Tomlin
",20180304
68500,8605,"Good advice is something a man gives when he is too old to set a bad
",20170228
68500,104,"sane.""
",20170106
68506,1404,"""Arguments with furniture are rarely productive.""
",20180210
68506,6480,"Fruit flies like a banana
",20170705
68531,1994,"A city is a large community where people are lonesome together
",20180315
68531,8316,"Caution: breathing may be hazardous to your health.
",20170404
68531,1743,"If at first you don't succeed, give up, no use being a damn fool.
",20180121
68543,7504,"tickets.
",20180326
68558,4702,"to justify God's ways to man
",20180101
68565,9612,"Absent: Exposed to the attacks of friends and acquaintances; defamed;
",20170923
68565,8785,"""Qvid me anxivs svm?""
",20180222
68576,8566,"programming.
",20170327
68576,9260,"Imagination is the one weapon in the war against reality.
",20180425
68584,7478,"Only adults have difficulty with childproof caps.
",20180419
68584,8455,"what it is I'll get married again.
",20180415
68584,587,"""It's Fabulous!  We haven't seen anything like it in the last half an
",20170428
68586,4318,"change.
",20170723
68586,493,"WHERE CAN THE MATTER BE
",20170618
68592,8976,"                -- Lewis Carroll
",20170804
68592,6131,"never have to stop and answer the phone.
",20180428
68598,9105,"                -- Peggy Joyce
",20170226
68606,1542,"what it is I'll get married again.
",20170122
68606,6914,"                -- Herbert Hoover
",20180301
68607,6004,"I think that I shall never see
",20170816
68614,4674,"Death is life's way of telling you you've been fired.
",20170406
68614,1837,"        except study for that instructor's course.
",20170810
68645,4581,"                -- Dorothy Parker
",20180201
68645,2193,"by the number of people in the group.
",20180415
68661,551,"and wants it back the minute it begins to rain.
",20170710
68689,5388,"a cynic's eyes to improve his vision.
",20171115
68689,8341,"God did not create the world in 7 days; he screwed around for 6 days
",20180428
68689,5003,"Hello Dr. Falken.
",20180213
68690,3745,"Adolescence: The stage between puberty and adultery.
",20170123
68690,6114,"                -- Herbert Hoover
",20170610
68690,5425,"        The night before the English History mid-term, your Biology
",20170608
68693,4354,"""In short, _N is Richardian if, and only if, _N is not Richardian.""
",20170122
68693,9159,"You could get a new lease on life -- if only you didn't need the first
",20170201
68693,2918,"Predestination was doomed from the start.
",20170730
68696,2595,"tomorrow!
",20170609
68702,2241,"""That must be wonderful!  I don't understand it at all.""
",20180410
68702,4675,"""All my friends and I are crazy.  That's the only thing that keeps us
",20170127
68708,3297,"Flappity, floppity, flip
",20180125
68711,8403,"
",20170714
68713,4017,"        Make it possible for programmers to write in English and you
",20170223
68713,9681,"Arithmetic is being able to count up to twenty without taking off your
",20170714
68714,3053,"Every program has (at least) two purposes: the one for which it was
",20171112
68714,4534,"The cow is nothing but a machine with makes grass fit for us people to
",20170615
68714,764,">from where you left them to where you can't find them.
",20170910
68726,2311,"                -- Mark Twain
",20171103
68726,1811,"Screw up your courage!  You've screwed up everything else.
",20171125
68726,988,"                -- Bill Hoest
",20171211
68727,4520,"A city is a large community where people are lonesome together
",20180424
68727,2272,"        Anything that can go wr
",20170620
68731,2362,"programming.
",20170826
68731,8902,"It was the reader's CONS
",20180119
68735,6148,"Horse sense is the thing a horse has which keeps it from betting on
",20171028
68735,649,"Fairy Tale: A horror story to prepare children for the newspapers.
",20180308
68739,6789,"            a cop.""
",20170617
68740,1973,"Now and then an innocent person is sent to the legislature.
",20170705
68744,7182,"The best book on programming for the layman is ""Alice in Wonderland"";
",20170629
68744,4069,"Tonight's the night: Sleep in a eucalyptus tree.
",20180426
68744,5142,"They also surf who only stand on waves.
",20170820
68751,1654,"                -- Macy's
",20170430
68751,2475,"                -- Thomas Jefferson
",20170415
68751,3284,"        The apple fermented
",20170715
68774,8417,"nothing.
",20170419
68783,4429,"        Support your right to bare arms!
",20170212
68787,6072,"Don't tell any big lies today.  Small ones can be just as effective.
",20170905
68787,346,"How many software engineers does it take to change a lightbulb?
",20170201
68787,4938,"The National Short-Sleeved Shirt Association says:
",20180103
68788,315,"""Now is the time for all good men to come to.""
",20171117
68788,9583,"Take heart amid the deepening gloom that your dog is finally getting
",20170514
68788,4485,"        It runs all its programs in RPG!
",20170707
68805,2953,"Never put off till tomorrow what you can avoid all together.
",20170429
68805,315,"        Western Civilization?
",20180211
68805,7535,"Let others think his heart is big,
",20171217
68807,2513,"Be wary of strong drink.  It can make you shoot at tax collectors and
",20170603
68807,4837,"When the government bureau's remedies do not match your problem, you
",20170717
68821,5030,"                -- Lewis Carroll
",20180223
68828,1667,"fortune: Segmentation violation -- Core dumped
",20171030
68838,2270,"Take heart amid the deepening gloom that your dog is finally getting
",20170627
68856,2054,"        It runs all its programs in RPG!
",20171026
68858,8785,"                -- ""The Hitchhiker's Guide to the Galaxy""
",20170513
68889,9624,"        If you hit two keys on the typewriter, the one you don't want
",20170120
68889,1410,"We wish you a Hare Krishna
",20171001
68889,6659,"In the long run, every program becomes rococo, and then rubble.
",20171008
68899,3570,"busy worrying over what you are thinking about them.
",20171227
68902,7236,"        3) ""If you were as smart as you think you are, you wouldn't be
",20180306
68911,6765,"Keep America beautiful.  Swallow your beer cans.
",20170415
68911,2831,"Computers are infalllible.
",20170420
68926,6131,"        except study for that instructor's course.
",20180124
68926,1994,"Ten years of rejection slips is nature's way of telling you to stop
",20170111
68926,2021,"""Even the best of friends cannot attend each other's funeral.""
",20170522
68927,2207,"Military justice is to justice what military music is to music.
",20170801
68929,4699,"Half Moon tonight.  (At least its better than no Moon at all.)
",20170614
68929,3470,"                -- Clarence Darrow
",20170924
68929,6589,"You worry too much about your job.  Stop it.  You are not paid enough
",20170410
68952,402,"Menu: A list of dishes which the restaurant has just run out of
",20170206
68952,482,"Everyone can be taught to sculpt:  Michelangelo would have had to be
",20170410
68952,2506,"        While her lover lamented
",20170625
68953,7929,"""I just need enough to tide me over until I need more.""
",20170118
68975,7113,"This login session: $13.99, but for you $11.88
",20170623
68975,4354,"The pot's at the other end.
",20180112
68975,3232,"Beware of the Turing Tar-pit in which everything is possible but
",20171216
68982,8187,"Q: How many IBM cpu's does it take to do a logical right shift?
",20170914
68982,3755,"not worth knowing.
",20170417
69003,1542,"Automobile: A four-wheeled vehicle that runs up hills and down
",20171227
69003,6015,"None.  The Universe spines the bulb, and the Zen master stays out of
",20170204
69013,6740,"Turnaucka's Law:
",20170423
69013,6004,"The Third Law:  You can only break even at absolute zero.
",20171111
69013,4063,"to justify God's ways to man
",20170607
69016,9103,"enough cheese
",20171029
69016,5412,"                -- Elbert Hubbard
",20170108
69025,8078,"Mickey Mouse wears a Spiro Agnew watch.
",20170319
69036,871,"Worst Vegetable of the Year: The brussels sprout.  This is also the
",20170315
69036,506,"Children are natural mimic who act like their parents despite every
",20170618
69036,5715,"        2.  If a straight line fit is required, obtain only two data
",20170302
69050,8727,"headed.
",20171006
69051,4681,"Losing your drivers' license is just God's way of saying ""BOOGA, BOOGA!""
",20170528
69051,6156,"
",20180225
69055,6722,"Time flies like an arrow
",20170616
69064,3623,"Stop searching.  Happiness is right next to you.
",20170621
69064,4583,"Take not a single bit!
",20171023
69068,9775,"Year: A period of three hundred and sixty-five disappointments.
",20170122
69077,2350,"It used to point to me,
",20170702
69077,9469,"                -- Peter S. Beagle
",20170614
69077,5396,"Q: How many heterosexual males does it take to screw in a light bulb in
",20170114
69079,2362,"SHIFT TO THE LEFT!  SHIFT TO THE RIGHT!
",20171024
69083,6439,"        Its syntax worse than JOSS;
",20170506
69095,1410,"If we do not change our direction we are likely to end up where we are
",20170611
69099,9677,"She missed an invaluable opportunity to give him a look that you could
",20171218
69099,6753,"        It runs all its programs in RPG!
",20170904
69099,7927,"immune to bullets""
",20170110
69103,4818,"Don't go surfing in South Dakota for a while.
",20180308
69103,8114,"nothing of interest is easy.
",20180417
69112,8902,"incompetent many for appointment by the corrupt few.
",20170812
69115,4754,"modify the problem, not the remedy.
",20171105
69124,7820,"at the steam fitters' picnic.
",20170605
69124,2671,"                -- Mark Twain
",20170228
69124,4702,"Q: How many heterosexual males does it take to screw in a light bulb in
",20180204
69136,4239,"Do what comes naturally now.  Seethe and fume and throw a tantrum.
",20170306
69136,5851,"price went up.  The label ""ALL NEW"", ""COMPLETELY NEW"", or ""GREAT NEW""
",20170528
69139,4534,"Whether you can hear it or not
",20180214
69139,5914,"It never does quite what I want
",20170131
69139,6186,"today.
",20171026
69154,8600,"Don't hate yourself in the morning -- sleep till noon.
",20171024
69154,5155,"        handle.
",20170509
69160,9917,"We wish you a Hare Krishna
",20170405
69174,1673,">from the sun; there's a large meteor blocking transmission; or someone
",20171113
69174,5030,"1st customer: ""I'll have tea.""
",20180128
69174,5715,"Who ate a green apple and died.
",20171118
69177,3900,"Murphy would be there to tell me
",20170225
69188,5963,"Now I'm protecting it.
",20180412
69190,8059,"usable, and it works, and if it breaks they'll quickly tell you how to
",20170614
69190,6254,"A.A.A.A.A.: An organization for drunks who drive
",20170616
69190,363,"it isn't here.
",20180221
69193,9773,"                -- Fred Allen
",20170703
69193,7994,"God made the Idiot for practice, and then He made the School Board
",20170420
69199,6753,"their destitution of conscience.
",20170919
69204,6480,"Our OS who art in CPU, UNIX be thy name.
",20171216
69204,8084,"If time heals all wounds, how come the belly button stays the same?
",20171122
69204,2264,"fur coat.
",20170720
69217,7093,"Life is like an onion: you peel off layer after layer, then you find
",20180102
69223,134,"        reject the proposal.
",20180416
69223,6004,"it.
",20170828
69232,5714,"        Johnny's so long at the fair.
",20170621
69238,8109,"It did not last; the devil howling ""Ho!
",20180324
69238,5784,"it dulls the drugs.
",20180121
69239,1670,"Now, GC, for the nonce,
",20180326
69248,5517,"Velilind's Laws of Experimentation:
",20170706
69248,1960,"hour!""
",20170331
69267,2953,"Save energy: be apathetic.
",20170906
69303,9289,"it's because they were up all night.
",20180306
69303,5195,"If we do not change our direction we are likely to end up where we are
",20170921
69309,1811,"Artistic ventures highlighted.  Rob a museum.
",20170103
69314,6722,"that is not being talked about.
",20170307
69325,1143,Groovin' Graph Gathering,20171206
69333,9520,"You patch a bug, and dump it again:
",20170312
69333,4029,"                -- Finley Peter Dunne (Mr. Dooley)
",20170219
69333,4331,"Real Programmers never work 9 to 5.  If any real programmers are around a 9 AM,
",20170730
69339,7888,"""Contrariwise,"" continued Tweedledee, ""if it was so, it might be, and
",20170306
69377,9677,"He did his very best to make
",20170623
69377,1673,"returns of conjecture out of such a trifling investment of fact.
",20180206
69407,6439,"""Here at the Phone Company, we serve all kinds of people; from
",20170316
69411,8566,"100 blocks of crud on the disk!
",20170814
69423,1643,"World War IV will be fought with sticks and stones.""
",20170621
69424,2875,"You patch a bug, and dump it again:
",20170119
69424,6136,"avoid responsibility with?
",20171106
69424,1393,"""Contrariwise,"" continued Tweedledee, ""if it was so, it might be, and
",20171018
69426,4300,"the way.
",20170501
69444,6801,"Why did the Lord give us so much quickness of movement unless it was to
",20170715
69444,4581,"Democracy is a form of government in which it is permitted to wonder
",20180111
69444,4352,"""If I had only known, I would have been a locksmith.""
",20171225
69456,5383,"headed.
",20171030
69456,4659,"Time is nature's way of making sure that everything doesn't happen at
",20170121
69456,2206,"example.
",20170723
69458,4818,"Everyone can be taught to sculpt:  Michelangelo would have had to be
",20170706
69458,6131,"Whose poetry never would scan.
",20170608
69482,1728,"                -- Mark Twain
",20170710
69482,4859,"the continuing viability of Fortran.
",20170630
69482,126,"                -- Bellamy Brooks
",20170622
69498,9880,"If time heals all wounds, how come the belly button stays the same?
",20170712
69500,793,"A closed mouth gathers no foot.
",20171115
69500,8566,"Good advice is something a man gives when he is too old to set a bad
",20170220
69503,871,"        They usually have virgins,
",20170910
69503,1393,"        The strip revolved,
",20180120
69506,9306,"the bare metal.  Application programming is for feebs who can't do systems
",20171129
69506,4961,"                -- Oscar Wilde
",20180419
69506,1625,"                -- Bruce Leverett
",20180306
69508,4470,"described with pictures.
",20170109
69508,8063,"You worry too much about your job.  Stop it.  You are not paid enough
",20170803
69510,9626,"I'm prepared for all emergencies but totally unprepared for everyday
",20170314
69510,5469,"We wish you a Hare Krishna
",20170824
69510,4591,"Ass: The masculine of ""lass"".
",20170928
69514,4149,"Cigarette: A fire at one end, a fool at the other, and a bit of
",20180217
69519,89,"Screw up your courage!  You've screwed up everything else.
",20170820
69536,845,"responsibility at the other.
",20170429
69537,8729,"Down with categorical imperative!
",20170929
69556,3634,"I must have slipped a disk -- my pack hurts
",20170925
69567,6505,"                -- George Saunders' dying words
",20170426
69567,690,"                -- Elbert Hubbard
",20170221
69589,1625,"once.
",20171108
69589,158,"Mollison's Bureaucracy Hypothesis:
",20170111
69589,8542,"                -- F. P. Jones
",20170524
69600,5784,"Only adults have difficulty with childproof caps.
",20180210
69601,3992,"Tomorrow will be canceled due to lack of interest.
",20170317
69611,8600,"Conscience is the inner voice that warns us somebody is looking
",20170629
69611,2147,"        3) ""If you were as smart as you think you are, you wouldn't be
",20170129
69611,2241,"It was a book to kill time for those who liked it better dead.
",20180213
69614,8118,"Think of your family tonight.  Try to crawl home after the
",20180401
69614,5091,"                -- Henry Kissinger
",20180405
69615,5004,"                -- Alan Perlis
",20170613
69615,1393,"99 blocks of crud on the disk,
",20171230
69615,7705,"                -- Woody Allen.
",20180222
69627,7364,"What nobody is sure about.
",20170805
69632,1143,Groovin' Graph Gathering,20171008
69632,1143,Groovin' Graph Gathering,20180228
69632,1143,Groovin' Graph Gathering,20170221
69632,1143,Groovin' Graph Gathering,20180208
69644,7420,"sane.""
",20170610
69644,6999,"in eucalyptus trees.
",20170320
69653,2749,"                -- Bert Whitney
",20170807
69653,4719,"                -- Joe Walsh
",20170527
69653,8132,"                -- Dr. Who
",20180317
69657,8724,"                -- Groucho Marx
",20180105
69660,4702,"        Every instructor assumes that you have nothing else to do
",20171208
69680,1649,"Everyone can be taught to sculpt:  Michelangelo would have had to be
",20171220
69685,5089,"upon to act in accordance with the dictates of reason.
",20170729
69685,4987,"ends.
",20170625
69685,1028,"Accordion: A bagpipe with pleats.
",20180131
69690,8631,"immune to bullets""
",20170316
69695,4286,"Real Programmers don't write in FORTRAN.  FORTRAN is for pipe stress freaks and
",20171011
69699,1143,Groovin' Graph Gathering,20170716
69699,1143,Groovin' Graph Gathering,20171214
69715,6878,"Stay away from hurricanes for a while.
",20170103
69715,4137,"It's because I try to put every possible syllable into that last line
",20170603
69715,2033,"                -- John O'Hara
",20170525
69719,1171,"Let Einstein be!"" restored the status quo.
",20171101
69743,5101,"I can't complain, but sometimes I still do.
",20170222
69745,3810,"You worry too much about your job.  Stop it.  You are not paid enough
",20170530
69753,4915,"Vitamin C deficiency is apauling
",20170310
69753,1811,"with a large fortune.""
",20170205
69766,9771,"Don't cook tonight -- starve a rat today!
",20170104
69770,388,"Chicken Little was right.
",20180201
69770,7310,"Genius may have its limitations, but stupidity is not thus
",20180110
69770,1520,"system, in which all of its major weaknesses have been exposed,
",20170529
69777,6801,"Real Programmers don't eat quiche.  In fact, real programmers don't know how to
",20170912
69778,2338,"in eucalyptus trees.
",20171119
69778,3799,"himself from the sphere of exaction.
",20180207
69787,6136,"California is a fine place to live -- if you happen to be an orange.
",20170720
69787,7460,"DeVries' Dilemma:
",20171006
69787,3046,"Today is the first day of the rest of the mess
",20170806
69798,1750,"Artistic ventures highlighted.  Rob a museum.
",20170904
69802,6740,"that I can.""
",20180130
69802,5195,"we can't control when the five year period will begin.
",20170709
69802,4982,"Save energy: be apathetic.
",20180328
69808,6059,"        2.  If a straight line fit is required, obtain only two data
",20170412
69808,1483,"        Its monitor loses so totally!
",20170802
69808,6142,"        (Waiter exits, returns)
",20170815
69813,9035,"        instructor will assign 200 pages on planaria.
",20170103
69813,8426,"""Who cares if it doesn't do anything?  It was made with our new
",20170305
69813,1137,"""Calvin Coolidge was the greatest man who ever came out of Plymouth
",20170324
69816,2177,"What is worth doing is worth the trouble of asking somebody to do.
",20171127
69816,2230,"""Acting is an art which consists of keeping the audience from
",20170910
69823,7609,"This will be a memorable month -- no matter how hard you try to forget
",20170506
69823,8498,"programming.
",20171106
69841,2834,"Earn cash in your spare time -- blackmail your friends
",20180331
