person_id,transcript
55825,"‘You ought to have finished,’ said the King. ‘When did you begin?’
"
55839,"talking again. ‘Dinah’ll miss me very much to-night, I should think!’
"
55857,"the place of the March Hare. The Hatter was the only one who got any
"
55861,"‘Who is it directed to?’ said one of the jurymen.
"
55894,"
"
55913,"others all joined in chorus, ‘Yes, please do!’ but the Mouse only shook
"
55923,"all. I needn’t be afraid of them!’
"
55925,"after that savage Queen: so she waited.
"
55943,"
"
55946,"But her sister sat still just as she left her, leaning her head on her
"
55954,"
"
55985,"The Queen had only one way of settling all difficulties, great or small.
"
56002,"She stretched herself up on tiptoe, and peeped over the edge of the
"
56014,"
"
56021,"proposal.
"
56023,"   ‘Beautiful Soup, so rich and green,
"
56039,"appear, and after a minute or two she walked on in the direction in
"
56056,"to ask.
"
56067,"Alice was very glad to find her in such a pleasant temper, and thought
"
56087,"‘Pray don’t trouble yourself to say it any longer than that,’ said
"
56106,"of the window, and one foot up the chimney, and said to herself ‘Now I
"
56115,"
"
56128,"
"
56136,"
"
56163,"
"
56172,"in the window, and on it (as she had hoped) a fan and two or three pairs
"
56181,"‘Not a bit,’ said the Caterpillar.
"
56203,"   Pennyworth only of beautiful Soup?
"
56211,"‘They were obliged to have him with them,’ the Mock Turtle said: ‘no
"
56235,"safe in a thick wood.
"
56252,"it muttering to itself ‘The Duchess! The Duchess! Oh my dear paws! Oh
"
56253,"them out again. That’s all.’
"
56269,"cupboards and book-shelves; here and there she saw maps and pictures
"
56333,"to suit them!’
"
56334,"and was just going to leave the room, when her eye fell upon a little
"
56371,"   ‘Beautiful Soup! Who cares for fish,
"
56384,"‘You may not have lived much under the sea--’ [‘I haven’t,’ said
"
56391,"
"
56407,"all her coaxing.
"
56416,"know, with oh, such long curly brown hair! And it’ll fetch things when
"
56418,"‘Would you tell me,’ said Alice, a little timidly, ‘why you are painting
"
56423,"of making a daisy-chain would be worth the trouble of getting up and
"
56424,"
"
56430,"flower-pot that stood near. The three soldiers wandered about for a
"
56467,"sort of meaning in it, and yet it was certainly English. ‘I don’t quite
"
56473,"dry enough!’ They all sat down at once, in a large ring, with the Mouse
"
56476,"One of the jurors had a pencil that squeaked. This of course, Alice
"
56490,"     Beau--ootiful Soo--oop!
"
56531,"sat down and cried.
"
56564,"‘How do you like the Queen?’ said the Cat in a low voice.
"
56580,"
"
56615,"‘Talking of axes,’ said the Duchess, ‘chop off her head!’
"
56661,"and the whole party at once crowded round her, calling out in a confused
"
56681,"Knave of Hearts, who only bowed and smiled in reply.
"
56694,"serpents! There’s no pleasing them!’
"
56699,"‘There might be some sense in your knocking,’ the Footman went on
"
56723,"
"
56782,"
"
56788,"
"
56806,"her a good deal until she made out what it was: she was beginning to
"
56820,"home! Why, I wouldn’t say anything about it, even if I fell off the top
"
56831,"it suddenly appeared again.
"
56857,"
"
56871,"just as the Dormouse crossed the court, she said to one of the officers
"
56881,"
"
56894,"‘I’m NOT a serpent!’ said Alice indignantly. ‘Let me alone!’
"
56897,"next! As for pulling me out of the window, I only wish they COULD! I’m
"
56902,"know why it’s called a whiting?’
"
56906,"
"
56928,"kind to them,’ thought Alice, ‘or perhaps they won’t walk the way I want
"
56951,"upsetting all the jurymen on to the heads of the crowd below, and there
"
56973,"By the time she had caught the flamingo and brought it back, the fight
"
56991,"sat down and cried.
"
57032,"appear to others that what you were or might have been was not otherwise
"
57064,"can’t prove I did: there’s no name signed at the end.’
"
57074,"The Gryphon sat up and rubbed its eyes: then it watched the Queen till
"
57096,"
"
57110,"
"
57120,"whiskers!’
"
57138,"then she walked down the little passage: and THEN--she found herself at
"
57160,"‘Thank you, it’s a very interesting dance to watch,’ said Alice, feeling
"
57161,"
"
57172,"‘and then,’ thought she, ‘what would become of me? They’re dreadfully
"
57180,"Alice tried to fancy to herself what such an extraordinary ways of
"
57188,"‘--and I hadn’t begun my tea--not above a week or so--and what with the
"
57202,"them even when they hit her; and the baby was howling so much already,
"
57215,"Alice.
"
57234,"‘Cheshire Puss,’ she began, rather timidly, as she did not at all know
"
57237,"here directly, and get ready for your walk!” “Coming in a minute,
"
57252,"close by her.
"
57281,"Alice got up and ran off, thinking while she ran, as well she might,
"
57316,"a deal too flustered to tell you--all I know is, something comes at me
"
57322,"had got so much into the way of expecting nothing but out-of-the-way
"
57352,"    Exactly as we were.
"
57396,"
"
57424,"  But the snail replied “Too far, too far!” and gave a look askance--
"
57431,"cucumber-frame, or something of the sort.
"
57445,"certainly did NOT, being made entirely of cardboard.)
"
57470,"
"
57483,"know.’
"
57486,"
"
57526,"
"
57556,"‘Oh, I know!’ exclaimed Alice, who had not attended to this last remark,
"
57577,"muddle their slates’ll be in before the trial’s over!’ thought Alice.
"
57591,"‘How dreadfully savage!’ exclaimed Alice.
"
57615,"‘That is not said right,’ said the Caterpillar.
"
57658,"the royal children, and everybody else.
"
57664,"‘--yes, that’s about the right distance--but then I wonder what Latitude
"
57671,"‘Two lines!’ cried the Mock Turtle. ‘Seals, turtles, salmon, and so on;
"
57763,"
"
57774,"the place of the March Hare. The Hatter was the only one who got any
"
57822,"‘That depends a good deal on where you want to get to,’ said the Cat.
"
57837,"‘Please would you tell me,’ said Alice, a little timidly, for she was
"
57851,"‘Mine is a long and a sad tale!’ said the Mouse, turning to Alice, and
"
57868,"safe in a thick wood.
"
57886,"animals, and some were birds,) ‘I suppose they are the jurors.’ She said
"
57889,"‘Why not?’ said the March Hare.
"
57899,"are; secondly, because they’re making such a noise inside, no one could
"
57908,"little thing grunted in reply (it had left off sneezing by this time).
"
57922,"‘I do,’ Alice hastily replied; ‘at least--at least I mean what I
"
57958,"
"
57967,"‘Well, perhaps you haven’t found it so yet,’ said Alice; ‘but when you
"
58009,"
"
58010,"‘They were learning to draw,’ the Dormouse went on, yawning and rubbing
"
58015,"
"
58017,"till I’m somebody else”--but, oh dear!’ cried Alice, with a sudden burst
"
58028,"‘Get up!’ said the Queen, in a shrill, loud voice, and the three
"
58039,"remembered that she still held the pieces of mushroom in her hands, and
"
58048,"‘You are,’ said the King.
"
58054,"him,) ‘I’ll give him sixpence. _I_ don’t believe there’s an atom of
"
58076,"wish I’d gone to see the Hatter instead!’
"
58107,"feebly stretching out one paw, trying to touch her. ‘Poor little thing!’
"
58113,"‘Mine is a long and a sad tale!’ said the Mouse, turning to Alice, and
"
58177,"Alice, who felt ready to sink into the earth. At last the Gryphon said
"
58180,"
"
58215,"
"
58216,"that--only the March Hare said--’
"
58217,"and the whole party at once crowded round her, calling out in a confused
"
58246,"and began by taking the little golden key, and unlocking the door that
"
58247,"
"
58273,"seemed to be no chance of this, so she began looking at everything about
"
58291,"
"
58360,"
"
58376,"
"
58377,"
"
58423,"
"
58449,"archbishop find?’
"
58451,"you might like to try the thing yourself, some winter day, I will tell
"
58484,"be listening, so she went on again: ‘Twenty-four hours, I THINK; or is
"
58487,"
"
58504,"ever having seen such a thing.
"
58538,"
"
58567,"door, staring stupidly up into the sky.
"
58603,"‘Wake up, Alice dear!’ said her sister; ‘Why, what a long sleep you’ve
"
58604,"‘If I’d been the whiting,’ said Alice, whose thoughts were still running
"
58632,"‘THAT you won’t’ thought Alice, and, after waiting till she fancied
"
58636,"answer, so Alice went on eagerly: ‘There is such a nice little dog near
"
58668,"
"
58700,"
"
58702,"        or judge,
"
58726,"
"
58761,"remained some time after the rest of it had gone.
"
58778,"‘Oh, there’s no use in talking to him,’ said Alice desperately: ‘he’s
"
58856,"She said the last word with such sudden violence that Alice quite
"
58898,"question, you know.’
"
58902,"the right-hand bit to try the effect: the next moment she felt a violent
"
58938,"
"
58965,"my own. I’m a hatter.’
"
58976,"you executed on the spot.’
"
59023,"They very soon came upon a Gryphon, lying fast asleep in the sun.
"
59031,"‘I’m sure those are not the right words,’ said poor Alice, and her eyes
"
59085,"never before seen a rabbit with either a waistcoat-pocket, or a watch
"
59099,"This sounded promising, certainly: Alice turned and came back again.
"
59120,"
"
59139,"nearly out of sight, he said in a deep voice, ‘What are tarts made of?’
"
59152,"desperate that she was ready to ask help of any one; so, when the Rabbit
"
59158,"
"
59178,"VERY much out of the way to hear the Rabbit say to itself, ‘Oh dear!
"
59193,"not going to do THAT in a hurry. ‘No, I’ll look first,’ she said, ‘and
"
59253,"
"
59258,"glass table. ‘Now, I’ll manage better this time,’ she said to herself,
"
59288,"again, it was very provoking to find that the hedgehog had unrolled
"
59290,"
"
59296,"
"
59309,"
"
59321,"of swimming about here, O Mouse!’ (Alice thought this must be the right
"
59335,"
"
59364,"round, she found this a very difficult question. However, at last she
"
59374,"conclusion that it was a very difficult game indeed.
"
59389,"‘No, I didn’t,’ said Alice: ‘I don’t think it’s at all a pity. I said
"
59394,"
"
59406,"‘Come, we shall have some fun now!’ thought Alice. ‘I’m glad they’ve
"
59411,"the right-hand bit to try the effect: the next moment she felt a violent
"
59417,"all of them bowed low.
"
59420,"with his tea spoon at the March Hare,) ‘--it was at the great concert
"
59438,"
"
59448,"the Mouse’s tail; ‘but why do you call it sad?’ And she kept on puzzling
"
59449,"
"
59459,"       ‘Wow! wow! wow!’
"
59488,"being drowned in my own tears! That WILL be a queer thing, to be sure!
"
59568,"Alice did not quite know what to say to this: so she helped herself
"
59582,"
"
59584,"her a good deal until she made out what it was: she was beginning to
"
59619,"
"
59623,"
"
59678,"‘I said pig,’ replied Alice; ‘and I wish you wouldn’t keep appearing and
"
59679,"
"
59712,"conversation. ‘Are you--are you fond--of--of dogs?’ The Mouse did not
"
59730,"for the moment she quite forgot how to speak good English); ‘now I’m
"
59742,"the name of nearly everything there. ‘That’s the judge,’ she said to
"
59746,"now! How puzzling all these changes are! I’m never sure what I’m going
"
59756,"
"
59769,"The Knave shook his head sadly. ‘Do I look like it?’ he said. (Which he
"
59773,"is, you know. Please, Ma’am, is this New Zealand or Australia?’ (and
"
59795,"
"
59855,"‘The lobsters!’ shouted the Gryphon, with a bound into the air.
"
59858,"
"
59865,"‘Well, then,’ the Cat went on, ‘you see, a dog growls when it’s angry,
"
59867,"
"
59880,"you’re changed, do you?’
"
59894,"but it said nothing.
"
59901,"
"
59915,"listen, the whole place around her became alive with the strange creatures
"
59920,"(the position in which you usually see Shakespeare, in the pictures
"
59960,"invitation for the Duchess to play croquet.’
"
59964,"large crowd collected round it: there was a dispute going on between
"
59987,"
"
59988,"had vanished completely.
"
59993,"‘Found WHAT?’ said the Duck.
"
60033,"‘What a pity it wouldn’t stay!’ sighed the Lory, as soon as it was quite
"
60073,"
"
60079,"
"
60095,"perhaps as this is May it won’t be raving mad--at least not so mad as
"
60100,"Alice had been all the way down one side and up the other, trying every
"
60114,"‘That’s enough about lessons,’ the Gryphon interrupted in a very decided
"
60124,"do well enough; don’t be particular--Here, Bill! catch hold of this
"
60167,"‘Do you mean that you think you can find out the answer to it?’ said the
"
60192,"to the company generally, ‘You are all pardoned.’ ‘Come, THAT’S a good
"
60208," “There is another shore, you know, upon the other side.
"
60216,"
"
60220,"opening out like the largest telescope that ever was! Good-bye, feet!’
"
60222,"to them, and all dripping wet, cross, and uncomfortable.
"
60229,"
"
60236,"‘You MUST remember,’ remarked the King, ‘or I’ll have you executed.’
"
60262,"for apples, yer honour!’
"
60279,"up.’
"
60284,"
"
60290,"repeated, aloud.
"
60300,"Gryphon.
"
60312,"
"
60316,"could.
"
60329,"
"
60334,"Alice began to feel very uneasy: to be sure, she had not as yet had any
"
60336,"‘HE might bite,’ Alice cautiously replied, not feeling at all anxious to
"
60353,"    You gave us three or more;
"
60364,"sea, some children digging in the sand with wooden spades, then a row
"
60368,"
"
60383,"was sneezing on the Duchess’s knee, while plates and dishes crashed
"
60388,"‘It’s the thing Mock Turtle Soup is made from,’ said the Queen.
"
60418,"
"
60441,"saw the White Rabbit. She was a little nervous about it just at first,
"
60544,"The Hatter opened his eyes very wide on hearing this; but all he SAID
"
60553,"
"
60608,"
"
60611,"She was a good deal frightened by this very sudden change, but she felt
"
60615,"
"
60630,"
"
60657,"‘I suppose so,’ said Alice.
"
60672,"uncomfortably sharp chin. However, she did not like to be rude, so she
"
60675,"the m--’
"
60707,"wondering very much what would happen next.
"
60708,"of the window, and one foot up the chimney, and said to herself ‘Now I
"
60750,"
"
60753,"she said to herself, and shouted out, ‘You’d better not do that again!’
"
60757,"blasts on the trumpet, and called out, ‘First witness!’
"
60774,"and waited.
"
60780,"pocket, and pulled out a box of comfits, (luckily the salt water had
"
60846,"
"
60884,"
"
60886,"then, when you’ve cleared all the jelly-fish out of the way--’
"
60894,"began again, using the ink, that was trickling down his face, as long as
"
60905,"everything that Alice said; ‘there’s a large mustard-mine near here. And
"
60912,"
"
60920,"
"
60944,"Lastly, she pictured to herself how this same little sister of hers
"
60958,"
"
60959,"its head impatiently, and walked a little quicker.
"
60966,"otherwise, judging by his face only, she would have called him a
"
60968,"‘I see!’ said the Queen, who had meanwhile been examining the roses.
"
60972,"
"
60974,"‘They couldn’t have done that, you know,’ Alice gently remarked; ‘they’d
"
60983,"painting them red. Alice thought this a very curious thing, and she went
"
60998,"name like an honest man.’
"
60999,"sneezed occasionally; and as for the baby, it was sneezing and howling
"
61001,"with a smile. There was a dead silence.
"
61007,"   Do you think I can listen all day to such stuff?
"
61012,"with one eye; ‘I seem to see some meaning in them, after all. “--SAID
"
61016,"‘I didn’t know that Cheshire cats always grinned; in fact, I didn’t know
"
61039,"when I learn music.’
"
61047,"
"
61077,"back to the game, the Queen merely remarking that a moment’s delay would
"
61090,"     “Up above the world you fly,
"
61095,"
"
61157,"how to set about it; and while she was peering about anxiously among
"
61160,"This answer so confused poor Alice, that she let the Dormouse go on for
"
61162,"rather sharply; ‘I advise you to leave off this minute!’ She generally
"
61164,"
"
61198,"they lived at the bottom of a well--’
"
61231,"King put on his spectacles and looked anxiously round, to make out who
"
61235,"
"
61285,"Alice did not at all like the tone of this remark, and thought it would
"
61303,"up at the mouth with strings: into this they slipped the guinea-pig,
"
61308,"Alice did not at all like the tone of this remark, and thought it would
"
61316,"him; and near the King was the White Rabbit, with a trumpet in one hand,
"
61317,"age, there was no more to be said.
"
61326,"she heard the Rabbit just under the window, she suddenly spread out her
"
61336,"forepaws to mark the time, while the Mock Turtle sang this, very slowly
"
61343,"drunk quite so much!’
"
61362,"‘I can’t go no lower,’ said the Hatter: ‘I’m on the floor, as it is.’
"
61368,"Alice did not dare to disobey, though she felt sure it would all come
"
61437,"heavy sobs.
"
61442,"the subjects on his flappers, ‘--Mystery, ancient and modern, with
"
61458,"rather sharply; ‘I advise you to leave off this minute!’ She generally
"
61483,"heavy sobs.
"
61489,"
"
61501,"glass; there was nothing on it except a tiny golden key, and Alice’s
"
61511,"
"
61512,"seemed to be no chance of this, so she began looking at everything about
"
61540,"queer everything is to-day! And yesterday things went on just as usual.
"
61566,"At this moment the King, who had been for some time busily writing in
"
61595," ‘“Will you walk a little faster?” said a whiting to a snail.
"
61663,"
"
61678,"
"
61732,"and began talking to herself, as usual. ‘Come, there’s half my plan done
"
61733,"birds and animals that had fallen into it: there were a Duck and a Dodo,
"
61749,"snappishly. ‘You’re enough to try the patience of an oyster!’
"
61768,"
"
61786,"
"
61817,"
"
61844,"though still sobbing a little now and then, ‘we went to school in the
"
61847,"about it. And yet I wish I could show you our cat Dinah: I think you’d
"
61878,"
"
61885,"     How I wonder what you’re at!”
"
61897,"Suddenly she came upon a little three-legged table, all made of solid
"
61925,"like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice
"
61941,"   My notion was that you had been
"
61958,"The King turned pale, and shut his note-book hastily. ‘Consider your
"
61959,"and sadly:--
"
61968,"    Involved in this affair,
"
61986,"The Dormouse again took a minute or two to think about it, and then
"
62046,"now! How puzzling all these changes are! I’m never sure what I’m going
"
62055,"    (We know it to be true):
"
62070,"  When the pie was all finished, the Owl, as a boon,
"
62130,"   They all returned from him to you,
"
62142,"
"
62143,"players, except the King, the Queen, and Alice, were in custody and
"
62171,"things happening. While she was looking at the place where it had been,
"
62180,"‘In THAT direction,’ the Cat said, waving its right paw round, ‘lives
"
62214,"
"
62215,"the hint; but the cook was busily stirring the soup, and seemed not to
"
62220,"   For he can thoroughly enjoy
"
62261,"‘Please your Majesty,’ said the Knave, ‘I didn’t write it, and they
"
62271,"scream of laughter. ‘Oh, hush!’ the Rabbit whispered in a frightened
"
62292,"
"
62355,"keep, through all her riper years, the simple and loving heart of her
"
62367,"
"
62387,"pleased to have got into a conversation.
"
62398,"
"
62414,"‘I mean what I say,’ the Mock Turtle replied in an offended tone. And
"
62448,"birds and animals that had fallen into it: there were a Duck and a Dodo,
"
62495,"to repeat it, when a cry of ‘The trial’s beginning!’ was heard in the
"
62503,"did you ever eat a bat?’ when suddenly, thump! thump! down she came upon
"
62520,"
"
62521,"our house I should like to show you! A little bright-eyed terrier, you
"
62548,"
"
62561,"
"
62595,"
"
62596,"fetch it here, lad!--Here, put ‘em up at this corner--No, tie ‘em
"
62617,"
"
62661,"next! As for pulling me out of the window, I only wish they COULD! I’m
"
62667,"would, in the after-time, be herself a grown woman; and how she would
"
62684,"you, and must know better’; and this Alice would not allow without
"
62693,"
"
62696,"the mallets live flamingoes, and the soldiers had to double themselves
"
62708,"confusion, as the large birds complained that they could not taste
"
62723,"‘Yes,’ said Alice, ‘we learned French and music.’
"
62744,"‘important--unimportant--unimportant--important--’ as if he were trying
"
62761,"hung upon pegs. She took down a jar from one of the shelves as
"
62764,"come to the end: then stop.’
"
62774,"
"
62784,"‘’Tis so,’ said the Duchess: ‘and the moral of that is--“Oh, ‘tis love,
"
62803,"for the next moment a shower of little pebbles came rattling in at the
"
62806,"
"
62842,"There was a long silence after this, and Alice could only hear whispers
"
62847,"who turned pale and fidgeted.
"
62859,"‘I’ve had nothing yet,’ Alice replied in an offended tone, ‘so I can’t
"
62860,"a little shriek, and went on: ‘--that begins with an M, such as
"
62889,"large crowd collected round it: there was a dispute going on between
"
62892,"‘But I’m NOT a serpent, I tell you!’ said Alice. ‘I’m a--I’m a--’
"
62900,"seemed to be no chance of this, so she began looking at everything about
"
62901,"
"
62913,"Alice waited till the eyes appeared, and then nodded. ‘It’s no use
"
62915,"him,) ‘I’ll give him sixpence. _I_ don’t believe there’s an atom of
"
62922,"way of speaking to a mouse: she had never done such a thing before, but
"
62976,"‘I’ve tried the roots of trees, and I’ve tried banks, and I’ve tried
"
62981,"this creature when I get it home?’ when it grunted again, so violently,
"
62987,"she felt a little nervous about this; ‘for it might end, you know,’ said
"
62994,"
"
63013,"‘Ah, well! It means much the same thing,’ said the Duchess, digging her
"
63019,"
"
63044,"‘Not the same thing a bit!’ said the Hatter. ‘You might just as well say
"
63072,"‘I beg your pardon,’ said Alice very humbly: ‘you had got to the fifth
"
63092,"It did so indeed, and much sooner than she had expected: before she had
"
63126,"down on one knee. ‘I’m a poor man, your Majesty,’ he began.
"
63130,"into the garden at once; but, alas for poor Alice! when she got to the
"
63152,"a VERY turn-up nose, much more like a snout than a real nose; also its
"
63155,"the other players, and shouting ‘Off with his head!’ or ‘Off with her
"
63173,"‘It is wrong from beginning to end,’ said the Caterpillar decidedly, and
"
63175,"now and then; such as, ‘Sure, I don’t like it, yer honour, at all, at
"
63179,"
"
63180,"neck would bend about easily in any direction, like a serpent. She had
"
63184,"This did not seem to encourage the witness at all: he kept shifting
"
63217,"CHAPTER VIII. The Queen’s Croquet-Ground
"
63219,"fire, and at once set to work throwing everything within her reach at
"
63224,"
"
63232,"she set to work very carefully, nibbling first at one and then at the
"
63261,"tittered audibly.
"
63273,"‘What IS a Caucus-race?’ said Alice; not that she wanted much to know,
"
63295,"great hurry.
"
63363,"
"
63370,"do a thing I ask! It’s always six o’clock now.’
"
63393,"she could, for her neck kept getting entangled among the branches, and
"
63401,"‘Really, now you ask me,’ said Alice, very much confused, ‘I don’t
"
63407,"Five and Seven said nothing, but looked at Two. Two began in a low
"
63432,"The moment Alice appeared, she was appealed to by all three to settle
"
63474,"notice this last remark.
"
63478,"used--and I don’t keep the same size for ten minutes together!’
"
63508,"‘It’s all about as curious as it can be,’ said the Gryphon.
"
63538,"I’m quite tired of being such a tiny little thing!’
"
63603,"in front of them, with her arms folded, frowning like a thunderstorm.
"
63605,"book her sister was reading, but it had no pictures or conversations in
"
63615,"
"
63634,"As she said this she looked down at her hands, and was surprised to see
"
63635,"
"
63641,"was on the top of it.
"
63654,"
"
63676,"presents to one’s own feet! And how odd the directions will look!
"
63713,"
"
63755,"rumbling of little cartwheels, and the sound of a good many voices
"
63762,"myself, you see.’
"
63797,"but her voice sounded hoarse and strange, and the words did not come the
"
63849,"says it kills all the rats and--oh dear!’ cried Alice in a sorrowful
"
63864,"‘I’ve tried the roots of trees, and I’ve tried banks, and I’ve tried
"
63873,"‘How the creatures order one about, and make one repeat lessons!’
"
63902,"There was a table set out under a tree in front of the house, and the
"
63915,"Alice started to her feet, for it flashed across her mind that she had
"
63944,"her draw back in a hurry: a large pigeon had flown into her face, and
"
63982,"
"
64044,"rabbits. I almost wish I hadn’t gone down that rabbit-hole--and yet--and
"
64098,"Alice, ‘and if it makes me grow larger, I can reach the key; and if it
"
64135,"itself upright as it spoke (it was exactly three inches high).
"
64176,"plate with the name ‘W. RABBIT’ engraved upon it. She went in without
"
64194,"         Twinkle, twinkle--“’
"
64249,"Alice was silent.
"
64289,"
"
64382,"
"
64391,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
"
64401,"all their simple sorrows, and find a pleasure in all their simple joys,
"
64416,"
"
64450,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
"
64462,"However, it was over at last, and they sat down again in a ring, and
"
64469,"
"
64478,"For, you see, so many out-of-the-way things had happened lately,
"
64490,"moment that it was looking for the fan and the pair of white kid gloves,
"
64520,"
"
64525,"executed for having missed their turns, and she did not like the look
"
64562,"opening out like the largest telescope that ever was! Good-bye, feet!’
"
64577,"
"
64582,"tea-time. Dinah my dear! I wish you were down here with me! There are no
"
64613,"    Involved in this affair,
"
64626,"The next thing was to eat the comfits: this caused some noise and
"
64633,"that she looked down into its face in some alarm. This time there could
"
64638,"
"
64661,"‘Found WHAT?’ said the Duck.
"
64696,"
"
64706,"state of mind, she turned away.
"
64749,"    That your eye was as steady as ever;
"
64763,"‘--and I hadn’t begun my tea--not above a week or so--and what with the
"
64766,"As they walked off together, Alice heard the King say in a low voice,
"
64769,"anxiously over his shoulder as he spoke, and then raised himself upon
"
64776,"suppose it doesn’t mind.’
"
64777,"   Yet you balanced an eel on the end of your nose--
"
64788,"This was such a new idea to Alice, that she was quite silent for a
"
64882,"that did not sneeze, were the cook, and a large cat which was sitting on
"
64905,"             Said
"
64906,"to say!’
"
64921,"‘I’d rather finish my tea,’ said the Hatter, with an anxious look at the
"
64927,"they pinched it on both sides at once.
"
64949,"beginning with the end of the tail, and ending with the grin, which
"
64955,"This piece of rudeness was more than Alice could bear: she got up in
"
64960,"‘I don’t think they play at all fairly,’ Alice began, in rather a
"
65058,"
"
65073,"
"
65088,"
"
65137,"grow shorter.’
"
65167,"    That your eye was as steady as ever;
"
65185,"and sadly:--
"
65193,"
"
65209,"‘Nothing WHATEVER?’ persisted the King.
"
65245,"
"
65268,"‘There’s certainly too much pepper in that soup!’ Alice said to herself,
"
65316,"Alice opened the door and found that it led into a small passage, not
"
65344,"of the house!’ (Which was very likely true.)
"
65376,"interrupted: ‘UNimportant, your Majesty means, of course,’ he said in a
"
65384,"
"
65413,"
"
65416,"with the dream of Wonderland of long ago: and how she would feel with
"
65418,"all!’ ‘Do as I tell you, you coward!’ and at last she spread out her
"
65420,"    And have grown most uncommonly fat;
"
65427,"tiptoe, put his mouth close to her ear, and whispered ‘She’s under
"
65434,"herself by it, and found that, as nearly as she could guess, she was now
"
65458,"
"
65478,"
"
65504,"it out into the open air. ‘IF I don’t take this child away with me,’
"
65520,"being drowned in my own tears! That WILL be a queer thing, to be sure!
"
65543,"   Waiting in a hot tureen!
"
65617,"CHAPTER II. The Pool of Tears
"
65661,"I THINK I can kick a little!’
"
65666,"contempt. ‘I’ve seen a good many little girls in my time, but never ONE
"
65685,"wondering very much what would happen next.
"
65742,"        prosecute
"
65808,"Alice noticed with some surprise that the pebbles were all turning into
"
65815,"It’s enough to drive one crazy!’
"
65822,"
"
65861,"‘As wet as ever,’ said Alice in a melancholy tone: ‘it doesn’t seem to
"
65872,"
"
65886,"and began by taking the little golden key, and unlocking the door that
"
65889,"begged the Mouse to tell them something more.
"
65911,"‘But I don’t want to go among mad people,’ Alice remarked.
"
65941,"a procession,’ thought she, ‘if people had all to lie down upon their
"
65956,"
"
65969,"‘How queer it seems,’ Alice said to herself, ‘to be going messages for
"
65997,"startled when she heard her voice close to her ear. ‘You’re thinking
"
66003,"
"
66030,"not going to do THAT in a hurry. ‘No, I’ll look first,’ she said, ‘and
"
66081,"to say which), and they went on for some while in silence.
"
66100,"Here the Dormouse shook itself, and began singing in its sleep ‘Twinkle,
"
66108,"it to make it stop.
"
66110,"
"
66115,"to do next, when suddenly a footman in livery came running out of the
"
66117," They are waiting on the shingle--will you come and join the dance?
"
66139,"last in the beautiful garden, among the bright flower-beds and the cool
"
66160,"
"
66162,"Then they both bowed low, and their curls got entangled together.
"
66231," Will you, won’t you, will you, won’t you, will you join the dance?
"
66247,"thinking of?’
"
66267,"By the time she had caught the flamingo and brought it back, the fight
"
66291,"    And mentioned me to him:
"
66305,"a voice outside, and stopped to listen.
"
66308,"
"
66325,"your pocket?’ he went on, turning to Alice.
"
66354,"beasts and other unpleasant things, all because they WOULD not remember
"
66380,"
"
66386,"     ‘How doth the little crocodile
"
66393,"and said ‘That’s very curious.’
"
66396,"
"
66437,"began. Alice thought she had never seen such a curious croquet-ground in
"
66441,"the Duchess and the baby--the fire-irons came first; then followed a
"
66443,"Here was another puzzling question; and as Alice could not think of any
"
66445,"held it out to the puppy; whereupon the puppy jumped into the air off
"
66470,"
"
66472,"These words were followed by a very long silence, broken only by an
"
66493,"would be offended again.
"
66537,"  “You have baked me too brown, I must sugar my hair.”
"
66540,"‘Well, I can’t show it you myself,’ the Mock Turtle said: ‘I’m too
"
66551,"
"
66587,"‘Read them,’ said the King.
"
66595,"
"
66602,"ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t
"
66619,"
"
66636,"‘If you knew Time as well as I do,’ said the Hatter, ‘you wouldn’t talk
"
66637,"CHAPTER V. Advice from a Caterpillar
"
66639,"SOME change in my size; and as it can’t possibly make me larger, it must
"
66646,"
"
66673,"        prosecute
"
66697,"
"
66713,"‘Now, I give you fair warning,’ shouted the Queen, stamping on the
"
66764,"answer. ‘They’re done with blacking, I believe.’
"
66774,"place, with a little house in it about four feet high. ‘Whoever lives
"
66789,"‘I couldn’t help it,’ said Five, in a sulky tone; ‘Seven jogged my
"
66841,"otherwise, judging by his face only, she would have called him a
"
66843,"you speak?’
"
66847,"Alice said nothing; she had sat down with her face in her hands,
"
66857,"These were the verses the White Rabbit read:--
"
66901,"the place of the March Hare. The Hatter was the only one who got any
"
66908,"
"
66910,"
"
66930,"
"
66936,"to do next, when suddenly a footman in livery came running out of the
"
66967,"She had not gone much farther before she came in sight of the house
"
66991,"‘It’s a Cheshire cat,’ said the Duchess, ‘and that’s why. Pig!’
"
67007,"‘Of course you don’t!’ the Hatter said, tossing his head contemptuously.
"
67010,"and began talking to herself, as usual. ‘Come, there’s half my plan done
"
67045,"
"
67086,"that it made Alice quite hungry to look at them--‘I wish they’d get the
"
67129,"This did not seem to encourage the witness at all: he kept shifting
"
67130,"   If I or she should chance to be
"
67142,"‘What IS a Caucus-race?’ said Alice; not that she wanted much to know,
"
67147,"
"
67174,"
"
67207,"
"
67238,"to herself that perhaps it was only the pepper that had made her so
"
67262,"
"
67291,"
"
67292,"
"
